Unnamed: 0,Name,Location,Year,Odometer,Owner_Type,Mileage,Engine,Horsepower,Seats,Original_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Km_per_Year
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,First,14.21,2143.0,203.0,5.0,,13.0,False,False,False,14,5000.0
4446,Mahindra E Verito D4,Chennai,2016,50000,First,18.19,72.0,41.0,5.0,13.58,13.0,True,False,False,9,5555.555555555556
1972,Toyota Fortuner 3.0 Diesel,Chennai,2011,190000,First,11.5,2982.0,171.0,7.0,,13.0,False,False,True,14,13571.42857142857
5823,Skoda Superb Elegance 2.0 TDI CR AT,Delhi,2014,51000,First,17.2,1968.0,138.03,5.0,,13.0,False,False,False,11,4636.363636363636
3212,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,First,12.8,2494.0,102.0,7.0,,12.99,False,False,True,11,14435.727272727272
4499,Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,First,11.5,2982.0,171.0,7.0,,12.99,False,False,True,15,12883.6
1792,Toyota Fortuner 4x2 Manual,Delhi,2012,115000,First,13.0,2982.0,168.5,7.0,,12.99,False,False,True,13,8846.153846153846
4088,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,122086,First,19.3,1968.0,141.0,5.0,,12.99,False,False,False,10,12208.6
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Third,12.07,2967.0,241.4,7.0,,12.95,False,False,False,17,5823.529411764706
2163,BMW 5 Series 523i Sedan,Mumbai,2010,74000,First,10.8,2497.0,150.0,5.0,,12.95,False,True,False,15,4933.333333333333
2650,Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,First,19.67,1582.0,126.2,5.0,,12.9,False,False,True,8,3375.0
2251,Honda City i-DTEC ZX,Hyderabad,2017,46000,First,25.6,1498.0,98.6,5.0,16.95,12.9,False,False,True,8,5750.0
2751,Hyundai Santa Fe 2WD AT,Delhi,2014,110000,First,13.01,2199.0,194.3,7.0,,12.9,False,False,False,11,10000.0
5964,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,8000,First,17.0,1591.0,121.3,5.0,15.14,12.85,False,True,False,7,1142.857142857143
4359,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,2017,57539,First,12.8,2494.0,102.0,7.0,,12.83,False,False,True,8,7192.375
5768,Hyundai Creta 1.6 CRDi SX,Kochi,2017,30519,First,19.67,1582.0,126.2,5.0,,12.81,False,False,True,8,3814.875
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494.0,102.0,7.0,,12.8,False,False,True,9,5222.222222222223
4904,Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,First,18.19,1798.0,73.0,5.0,,12.75,True,False,False,14,3142.8571428571427
3308,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,First,13.44,2359.0,198.25,5.0,,12.75,False,True,True,11,1090.909090909091
4553,Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,First,13.0,1591.0,121.3,5.0,,12.75,False,True,False,8,3125.0
2585,BMW X1 sDrive 20d Exclusive,Mumbai,2012,65148,First,15.06,1995.0,177.0,5.0,,12.75,False,False,False,13,5011.384615384615
1630,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,First,15.29,1591.0,121.3,5.0,,12.75,False,True,True,7,357.14285714285717
3034,Toyota Fortuner 3.0 Diesel,Jaipur,2011,148009,Second,11.5,2982.0,171.0,7.0,,12.75,False,False,True,14,10572.07142857143
1786,BMW 3 Series 320d Highline,Chennai,2010,83000,First,16.07,1995.0,181.0,5.0,,12.75,False,False,False,15,5533.333333333333
660,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Mumbai,2014,35000,First,12.99,2494.0,100.6,7.0,,12.75,False,False,True,11,3181.818181818182
1200,Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,First,13.5,2477.0,175.56,7.0,33.09,12.75,False,False,True,12,4916.666666666667
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,16.67,12.69,False,True,False,8,1875.0
5495,Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,First,17.01,1582.0,126.2,5.0,,12.65,False,False,False,10,2600.0
3863,Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,First,15.1,2179.0,140.0,7.0,,12.63,False,False,True,10,3933.5
1561,Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,First,19.67,1582.0,126.2,5.0,,12.6,False,False,True,8,4845.875
5653,Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,First,19.67,1582.0,126.2,5.0,,12.6,False,False,True,9,3222.222222222222
5559,Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,First,13.0,1591.0,121.3,5.0,,12.6,False,True,False,7,4693.428571428572
2570,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,114708,First,12.99,2494.0,100.0,8.0,,12.6,False,False,True,12,9559.0
5550,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,First,15.29,1591.0,121.3,5.0,,12.53,False,True,True,8,4783.875
1,Hyundai Creta 1.6 CRDi SX Option,Pune,2015,41000,First,19.67,1582.0,126.2,5.0,,12.5,False,False,True,10,4100.0
4850,BMW X1 sDrive20d,Ahmedabad,2012,94000,First,17.05,1995.0,184.0,5.0,,12.5,False,False,False,13,7230.7692307692305
4966,Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,First,12.99,2494.0,100.0,8.0,,12.5,False,False,True,11,7922.090909090909
4240,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2015,43000,First,14.53,1794.0,138.1,5.0,,12.5,False,True,False,10,4300.0
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,First,12.99,2494.0,100.0,8.0,,12.5,False,False,True,10,7700.0
1291,Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,2015,57854,First,12.99,2494.0,100.6,7.0,,12.5,False,False,True,10,5785.4
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,First,12.99,2494.0,100.0,8.0,,12.5,False,False,True,12,7666.666666666667
1965,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,2013,62000,Second,14.84,2143.0,170.0,5.0,,12.5,False,False,False,12,5166.666666666667
2250,Hyundai Creta 1.6 SX Plus Diesel,Hyderabad,2016,41713,First,19.67,1582.0,126.2,5.0,,12.5,False,False,True,9,4634.777777777777
874,Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,First,16.55,1968.0,140.0,5.0,,12.5,False,False,False,14,4214.285714285715
3912,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,First,14.84,2143.0,170.0,5.0,,12.5,False,False,False,15,4585.466666666666
32,Mahindra Ssangyong Rexton RX7,Bangalore,2013,72000,Second,11.18,2696.0,184.0,7.0,,12.5,False,False,False,12,6000.0
3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,First,14.21,2143.0,203.0,5.0,,12.5,False,False,False,15,8728.2
4145,Hyundai Creta 1.6 VTVT S,Pune,2016,26000,First,15.29,1591.0,121.3,5.0,,12.5,False,True,True,9,2888.8888888888887
3607,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Second,11.74,1796.0,186.0,5.0,,12.5,False,True,False,14,4571.428571428572
3929,Honda City i VTEC CVT VX,Hyderabad,2017,12538,First,18.0,1497.0,117.3,5.0,,12.5,False,True,False,8,1567.25
4733,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,First,12.99,2494.0,100.6,7.0,,12.5,False,False,True,11,8386.09090909091
605,Mahindra XUV500 W10 2WD,Ahmedabad,2015,73000,First,16.0,2179.0,140.0,7.0,,12.5,False,False,True,10,7300.0
3526,BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Second,16.07,1995.0,181.0,5.0,,12.5,False,False,False,14,5285.714285714285
1219,Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,Second,12.0,2354.0,187.4,5.0,,12.5,False,True,False,12,3843.75
4668,Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,First,19.67,1582.0,126.2,5.0,,12.5,False,False,True,8,5500.0
3316,Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,First,12.83,2696.0,162.0,7.0,,12.5,False,False,True,13,5666.923076923077
645,Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Delhi,2011,61000,First,12.3,1796.0,185.0,5.0,,12.5,False,True,False,14,4357.142857142857
1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,First,17.6,1582.0,126.2,5.0,18.35,12.5,False,False,False,9,6111.111111111111
5229,BMW 3 Series 320d,Bangalore,2012,73000,First,22.69,1995.0,190.0,5.0,48.79,12.5,False,False,False,13,5615.384615384615
3514,Honda City i-VTEC CVT VX,Pune,2018,4500,First,18.0,1497.0,117.3,5.0,15.17,12.5,False,True,False,7,642.8571428571429
1408,BMW 5 Series 523i Sedan,Mumbai,2010,69300,Second,10.8,2497.0,150.0,5.0,,12.5,False,True,False,15,4620.0
2897,Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2015,65800,First,17.01,1582.0,126.2,5.0,,12.5,False,False,False,10,6580.0
4130,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,15731,First,15.29,1591.0,121.3,5.0,,12.49,False,True,True,8,1966.375
3993,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hyderabad,2014,42939,First,16.96,1968.0,138.03,5.0,,12.49,False,False,False,11,3903.5454545454545
2831,Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,First,15.1,2179.0,140.0,7.0,,12.49,False,False,True,10,3683.6
946,Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,First,13.5,2477.0,175.56,7.0,34.6,12.49,False,False,True,12,11000.0
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,First,19.6,1461.0,108.45,5.0,15.05,12.46,False,False,False,8,5330.75
626,Mahindra XUV500 W10 2WD,Kochi,2016,51884,First,16.0,2179.0,140.0,7.0,,12.46,False,False,True,9,5764.888888888889
3862,Mahindra Ssangyong Rexton RX5,Pune,2013,57000,First,12.83,2696.0,162.0,7.0,,12.45,False,False,True,12,4750.0
1050,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,First,14.8,1497.0,121.36,5.0,14.1,12.41,False,True,False,7,2626.4285714285716
1466,Mahindra Scorpio S6 7 Seater,Kochi,2018,37804,First,15.4,2179.0,120.0,7.0,,12.4,False,False,True,7,5400.571428571428
4202,Toyota Innova 2.0 GX 8 STR,Coimbatore,2014,85301,First,12.4,1998.0,132.0,8.0,,12.36,False,True,True,11,7754.636363636364
2302,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,36458,First,15.29,1591.0,121.3,5.0,,12.34,False,True,True,8,4557.25
576,Audi A6 2011-2015 2.0 TDI Premium Plus,Hyderabad,2012,202082,First,17.68,1968.0,174.33,5.0,,12.3,False,False,False,13,15544.76923076923
4912,Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,First,19.67,1582.0,126.2,5.0,,12.26,False,False,True,9,5839.222222222223
5794,Hyundai Creta 1.6 CRDi SX Option,Pune,2015,70000,First,19.67,1582.0,126.2,5.0,,12.25,False,False,True,10,7000.0
3543,Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,First,16.0,2179.0,140.0,7.0,,12.25,False,False,True,10,10262.6
513,Mahindra Scorpio 1.99 S8,Delhi,2017,30000,First,15.4,1997.0,120.0,7.0,,12.25,False,False,True,8,3750.0
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,First,21.5,1498.0,108.5,5.0,,12.25,False,False,False,8,450.0
4771,Hyundai Santa Fe 4X2,Jaipur,2013,74000,First,14.66,2199.0,194.3,7.0,,12.25,False,False,True,12,6166.666666666667
1701,Toyota Fortuner 3.0 Diesel,Pune,2011,146300,First,11.5,2982.0,171.0,7.0,,12.25,False,False,True,14,10450.0
5566,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,First,21.38,1396.0,88.7,5.0,,12.15,False,False,True,9,6187.444444444444
4122,Hyundai Creta 1.6 CRDi SX Option,Kochi,2017,44887,First,19.67,1582.0,126.2,5.0,,12.13,False,False,True,8,5610.875
5237,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,First,15.8,1591.0,121.3,5.0,16.06,12.13,False,True,True,7,7617.428571428572
5011,Honda City i VTEC CVT VX,Kochi,2018,34696,First,18.0,1497.0,117.3,5.0,,12.08,False,True,False,7,4956.571428571428
849,Audi A6 3.0 TDI quattro,Coimbatore,2009,48040,Second,16.77,2967.0,241.38,5.0,,12.07,False,False,False,16,3002.5
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,First,15.29,1591.0,121.3,5.0,,12.03,False,True,True,8,2895.375
3287,Mahindra XUV500 W10 AWD,Pune,2015,87900,First,16.0,2179.0,140.0,7.0,,12.01,False,False,True,10,8790.0
2743,Mahindra XUV500 W8 2WD,Bangalore,2015,76000,Second,16.0,2179.0,140.0,7.0,,12.0,False,False,True,10,7600.0
611,Audi Q7 3.0 TDI Quattro Premium Plus,Pune,2009,94000,Second,12.07,2967.0,241.4,7.0,,12.0,False,False,False,16,5875.0
1061,Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,First,16.0,1997.0,140.0,7.0,,12.0,False,False,True,8,1670.375
4997,Force One LX 4x4,Chennai,2014,50000,First,17.0,2200.0,139.01,7.0,,12.0,False,False,True,11,4545.454545454545
1997,Mahindra Scorpio S10 4WD,Hyderabad,2015,120000,First,15.4,2179.0,120.0,7.0,,12.0,False,False,True,10,12000.0
3376,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Second,12.99,2494.0,100.6,7.0,,12.0,False,False,True,10,10000.0
4044,Volvo XC60 D5,Ahmedabad,2011,173000,First,13.5,2400.0,215.0,5.0,,12.0,False,False,False,14,12357.142857142857
3966,Mahindra XUV500 W8 2WD,Mumbai,2016,120000,First,15.1,2179.0,140.0,7.0,,12.0,False,False,True,9,13333.333333333334
3484,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,First,19.67,1582.0,126.2,5.0,,12.0,False,False,True,9,4693.777777777777
1928,Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,2016,55100,First,17.01,1582.0,126.2,5.0,,12.0,False,False,False,9,6122.222222222223
2689,Volvo S60 D3,Chennai,2012,20000,First,18.5,1985.0,163.0,5.0,,12.0,False,False,False,13,1538.4615384615386
1103,Tata Hexa XT,Delhi,2017,55000,First,17.6,2179.0,153.86,7.0,19.86,12.0,False,False,True,8,6875.0
1962,Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2015,70000,First,12.99,2494.0,100.6,7.0,,12.0,False,False,True,10,7000.0
1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,First,12.99,2494.0,100.0,8.0,,12.0,False,False,True,11,14545.454545454546
3550,Honda City i-DTEC ZX,Pune,2017,42000,First,25.6,1498.0,98.6,5.0,16.84,12.0,False,False,True,8,5250.0
1300,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2012,120000,First,12.8,2494.0,102.0,7.0,,12.0,False,False,True,13,9230.76923076923
3859,Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,First,12.8,2494.0,102.0,8.0,,12.0,False,False,True,12,9333.333333333334
5404,BMW 5 Series 2003-2012 520d,Pune,2010,170000,Third,18.48,1995.0,177.0,5.0,,12.0,False,False,False,15,11333.333333333334
2189,Audi A4 2.0 TFSI,Mumbai,2011,38000,First,10.8,1984.0,132.0,5.0,,12.0,False,True,False,14,2714.285714285714
3810,Honda CR-V AT With Sun Roof,Kolkata,2013,27000,First,14.0,1497.0,98.6,5.0,,11.99,False,True,False,12,2250.0
800,Toyota Fortuner 4x4 MT,Hyderabad,2011,157000,First,12.55,2982.0,168.5,7.0,,11.99,False,False,True,14,11214.285714285714
5713,Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,67585,First,12.99,2494.0,100.6,7.0,,11.99,False,False,True,10,6758.5
5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,First,14.28,1798.0,138.03,5.0,25.27,11.99,False,True,False,9,9191.666666666666
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,First,14.84,2143.0,170.0,5.0,,11.99,False,False,False,15,7133.333333333333
1596,Audi Q7 4.2 FSI quattro,Delhi,2008,71000,First,8.3,4134.0,250.0,7.0,,11.99,False,True,False,17,4176.470588235294
1270,Honda City i-VTEC CVT VX,Kochi,2018,22974,First,18.0,1497.0,117.3,5.0,15.55,11.97,False,True,False,7,3282.0
209,Mercedes-Benz B Class B180,Kochi,2014,37245,First,14.8,1595.0,120.7,5.0,,11.96,False,True,False,11,3385.909090909091
3670,Mahindra XUV500 W10 2WD,Mumbai,2015,53392,First,16.0,2179.0,140.0,7.0,,11.95,False,False,True,10,5339.2
4745,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,First,13.7,1798.0,157.75,5.0,,11.95,False,True,False,11,5909.090909090909
5547,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,First,15.29,1591.0,121.3,5.0,,11.94,False,True,True,8,2212.75
2536,Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,First,21.13,1498.0,108.4,5.0,14.22,11.92,False,False,True,7,833.2857142857143
5945,Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,63738,First,19.67,1582.0,126.2,5.0,,11.9,False,False,True,9,7082.0
2064,Hyundai Creta 1.6 CRDi SX Option,Chennai,2015,41000,First,19.67,1582.0,126.2,5.0,,11.9,False,False,True,10,4100.0
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,First,17.0,1591.0,121.3,5.0,13.6,11.88,False,True,True,6,2056.0
2793,Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,First,10.5,2835.0,107.2,6.0,,11.88,False,False,True,12,4082.1666666666665
1534,Honda City i VTEC VX Option,Coimbatore,2019,23882,First,17.4,1497.0,117.3,5.0,,11.87,False,True,True,6,3980.3333333333335
5907,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,34686,First,19.6,1461.0,108.45,5.0,15.05,11.86,False,False,False,8,4335.75
5879,Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,Second,13.5,2477.0,175.56,7.0,33.21,11.85,False,False,True,11,6363.636363636364
5063,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,28000,First,13.0,1591.0,121.3,5.0,,11.85,False,True,False,9,3111.1111111111113
1909,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,2013,48272,First,10.5,2835.0,116.9,6.0,,11.82,False,False,True,12,4022.6666666666665
1640,Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,First,12.99,2494.0,100.6,7.0,,11.79,False,False,True,12,6712.0
5272,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,First,15.8,1591.0,121.3,5.0,15.36,11.78,False,True,True,7,2523.5714285714284
383,Mercedes-Benz B Class B180,Kochi,2014,41380,Second,14.8,1595.0,120.7,5.0,,11.77,False,True,False,11,3761.818181818182
5045,Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Second,11.5,2982.0,171.0,7.0,,11.75,False,False,True,15,9607.533333333333
4136,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2009,68001,Second,10.93,3498.0,272.0,5.0,,11.75,False,True,False,16,4250.0625
4647,Toyota Innova 2.5 GX (Diesel) 8 Seater,Mumbai,2015,48000,First,12.99,2494.0,100.6,8.0,,11.75,False,False,True,10,4800.0
78,Toyota Innova 2.5 VX 7 STR BSIV,Hyderabad,2012,104000,First,12.8,2494.0,102.0,7.0,,11.75,False,False,True,13,8000.0
2933,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2015,75000,First,12.99,2494.0,100.6,8.0,,11.75,False,False,True,10,7500.0
1446,Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,2010,65000,Second,11.7,1796.0,178.0,5.0,,11.75,False,True,True,15,4333.333333333333
5175,BMW 5 Series 530d M Sport,Chennai,2010,58000,First,18.59,2993.0,265.0,5.0,79.78,11.75,False,False,False,15,3866.6666666666665
2172,Mahindra XUV500 W6 2WD,Coimbatore,2016,67995,First,16.0,2179.0,140.0,7.0,,11.73,False,False,True,9,7555.0
1126,Honda City i DTec VX,Coimbatore,2018,45555,First,26.0,1498.0,98.6,5.0,,11.73,False,False,True,7,6507.857142857143
600,Skoda Octavia Ambition 2.0 TDI AT,Mumbai,2015,50000,First,19.3,1968.0,141.0,5.0,,11.69,False,False,False,10,5000.0
5715,Honda City i-VTEC CVT V,Kochi,2019,22321,First,18.0,1497.0,117.3,5.0,13.4,11.66,False,True,False,6,3720.1666666666665
1010,Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,First,23.0,1498.0,98.96,5.0,12.12,11.65,False,False,True,6,3859.0
1484,Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,2016,53211,First,16.8,1395.0,138.02,5.0,,11.64,False,True,True,9,5912.333333333333
2055,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59751,First,12.99,2494.0,100.6,7.0,,11.62,False,False,True,10,5975.1
2761,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,First,13.7,1798.0,157.75,5.0,,11.6,False,True,False,11,3454.5454545454545
3477,Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,First,15.1,2179.0,140.0,7.0,,11.6,False,False,True,10,8472.5
2160,Honda City i-VTEC CVT VX,Mumbai,2017,17000,First,18.0,1497.0,117.3,5.0,15.29,11.6,False,True,False,8,2125.0
1210,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,First,17.1,1591.0,121.4,5.0,,11.6,False,True,False,8,2012.5
1184,Mercedes-Benz B Class B180,Kochi,2014,42070,First,14.8,1595.0,120.7,5.0,,11.57,False,True,False,11,3824.5454545454545
4127,Mercedes-Benz B Class B180,Delhi,2013,28000,First,14.8,1595.0,120.7,5.0,,11.56,False,True,False,12,2333.3333333333335
5610,Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,First,17.01,1591.0,121.3,5.0,,11.54,False,True,True,6,1004.6666666666666
3229,Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,First,15.1,2179.0,140.0,7.0,,11.52,False,False,True,10,4299.9
1205,Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,First,13.7,1997.0,153.86,5.0,,11.51,False,True,True,11,2181.818181818182
4825,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,First,15.29,1591.0,121.3,5.0,,11.5,False,True,True,9,4444.444444444444
1935,Mahindra Scorpio 1.99 S10,Ahmedabad,2016,98000,First,15.4,1997.0,120.0,7.0,,11.5,False,False,True,9,10888.888888888889
2607,Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,First,22.0,1582.0,126.2,5.0,15.72,11.5,False,False,True,8,6250.0
5956,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012,96000,First,12.99,2494.0,100.0,7.0,,11.5,False,False,True,13,7384.615384615385
925,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Pune,2014,64889,First,15.5,1896.0,105.0,5.0,,11.5,False,False,False,11,5899.0
5607,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Second,16.96,1968.0,138.03,5.0,,11.5,False,False,False,10,6532.0
5105,Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,First,16.0,2179.0,140.0,7.0,,11.5,False,False,True,10,5200.0
135,Hyundai Verna VTVT 1.6 AT SX Plus,Kochi,2019,12645,First,17.0,1591.0,121.3,5.0,13.49,11.5,False,True,False,6,2107.5
2713,Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,Second,16.77,2967.0,241.38,5.0,,11.5,False,False,False,17,2647.0588235294117
5053,Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,First,11.5,2982.0,171.0,7.0,,11.5,False,False,True,14,6142.857142857143
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Second,14.28,1798.0,138.03,5.0,20.48,11.5,False,True,True,9,1830.111111111111
5142,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,Second,14.21,2143.0,203.0,5.0,,11.5,False,False,False,14,4829.428571428572
5195,Mercedes-Benz E-Class 230,Pune,2012,100000,First,10.0,2496.0,157.7,5.0,,11.5,False,True,False,13,7692.307692307692
3695,Honda City i VTEC CVT VX,Hyderabad,2016,14000,First,18.0,1497.0,117.3,5.0,,11.5,False,True,False,9,1555.5555555555557
33,Audi A6 2.7 TDI,Kolkata,2010,35000,First,12.4,2698.0,179.5,5.0,,11.5,False,False,False,15,2333.3333333333335
2411,Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,51000,First,11.74,1796.0,186.0,5.0,,11.5,False,True,False,14,3642.8571428571427
3852,BMW 3 Series 320d,Kochi,2012,55598,First,22.69,1995.0,190.0,5.0,47.87,11.5,False,False,False,13,4276.7692307692305
3421,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,First,14.28,1798.0,138.03,5.0,,11.5,False,True,False,11,5363.636363636364
3400,BMW X1 sDrive20d,Kolkata,2012,22000,First,17.05,1995.0,184.0,5.0,,11.5,False,False,False,13,1692.3076923076924
4311,Mercedes-Benz E-Class 280 CDI,Pune,2009,100000,First,11.0,2987.0,198.5,5.0,,11.5,False,False,False,16,6250.0
4756,Audi A6 2.7 TDI,Kolkata,2010,35010,First,12.4,2698.0,179.5,5.0,,11.5,False,False,False,15,2334.0
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,First,24.3,1248.0,88.5,5.0,12.88,11.5,False,False,False,7,471.42857142857144
1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,Second,14.74,1991.0,181.03,5.0,,11.5,False,True,False,14,2129.5
2603,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2010,74213,First,14.84,2143.0,170.0,5.0,,11.5,False,False,False,15,4947.533333333334
1381,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,First,19.6,1461.0,108.45,5.0,15.05,11.5,False,False,False,9,5000.0
3760,BMW X1 sDrive20d,Pune,2012,66000,Second,17.05,1995.0,184.0,5.0,,11.5,False,False,False,13,5076.923076923077
5470,BMW 3 Series 320d,Bangalore,2010,58000,First,22.69,1995.0,190.0,5.0,48.79,11.5,False,False,False,15,3866.6666666666665
3816,Audi A6 2.7 TDI,Pune,2011,112719,First,12.4,2698.0,179.5,5.0,,11.5,False,False,False,14,8051.357142857143
4196,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2013,83165,First,12.8,2494.0,102.0,8.0,,11.49,False,False,True,12,6930.416666666667
1398,Honda City V MT Exclusive,Kochi,2019,5377,First,16.8,1497.0,116.3,5.0,,11.45,False,True,True,6,896.1666666666666
