Name,Year,Price,Car_Age
Maruti Wagon R LXI Minor,2009,1.69,16
Hyundai Getz 1.5 CRDi GVS,2009,1.8,16
Maruti Ritz LXi,2016,3.2,9
Honda City 1.5 GXI,2004,1.5,21
BMW 5 Series 520d Sport Line,2019,45.86,6
Volkswagen Polo 1.2 MPI Highline,2016,5.1,9
Ford Figo Petrol ZXI,2010,2.4,15
BMW 3 Series 320d Luxury Line,2013,22.0,12
Hyundai Verna 1.6 SX CRDi (O),2012,4.28,13
Renault Duster 85PS Diesel RxL,2015,5.67,10
Hyundai Grand i10 1.2 Kappa Magna AT,2018,6.2,7
BMW X1 sDrive20d,2013,14.49,12
Maruti Ritz VDi,2010,3.0,15
Hyundai i10 Era 1.1 iTech SE,2010,2.25,15
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,43.78,9
Honda City V MT Exclusive,2019,11.45,6
Mahindra Ssangyong Rexton RX7,2014,10.5,11
Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,7.48,10
Maruti Alto LXi,2010,3.1,15
Volkswagen Polo 1.2 MPI Highline,2011,2.55,14
Volkswagen Polo Diesel Comfortline 1.2L,2013,3.5,12
Volkswagen Polo Diesel Highline 1.2L,2012,2.59,13
Maruti Ertiga ZDI,2013,5.45,12
Ford EcoSport 1.5 TDCi Ambiente,2017,6.0,8
Toyota Innova Crysta 2.8 ZX AT,2016,15.49,9
BMW 5 Series 523i Sedan,2010,12.5,15
Maruti Swift Dzire Tour LDI,2017,4.75,8
Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,7.85,8
Hyundai Verna CRDi SX,2013,6.0,12
Tata Zest Revotron 1.2T XM,2016,4.0,9
Audi A7 2011-2015 3.0 TDI Quattro,2011,28.75,14
Tata Indica Vista Quadrajet VX,2012,2.5,13
Maruti Swift Dzire VDI,2015,5.5,10
Fiat Linea Emotion,2010,1.59,15
Hyundai i20 1.2 Spotz,2017,6.22,8
Hyundai EON Era Plus,2016,2.75,9
Mercedes-Benz GLA Class 200 CDI SPORT,2017,25.0,8
Maruti Celerio VXI,2014,2.8,11
Chevrolet Beat LT,2014,2.45,11
Honda Jazz 1.2 V AT i VTEC Privilege,2016,6.35,9
BMW 3 Series 320d Highline,2009,8.0,16
Renault Duster 110PS Diesel RxL,2014,8.25,11
Ford Figo 2015-2019 1.5P Titanium AT,2017,5.95,8
Toyota Innova Crysta 2.4 VX MT,2018,19.92,7
Chevrolet Beat Diesel LS,2016,3.15,9
Volkswagen Polo GTI,2014,5.75,11
Ford Endeavour 3.2 Trend AT 4X4,2018,32.44,7
Hyundai Verna 1.6 SX CRDI (O) AT,2016,8.01,9
Ford Figo 2015-2019 1.2P Titanium Opt MT,2017,6.48,8
Maruti 800 AC,2007,0.75,18
Honda City i DTEC V,2014,5.0,11
Mahindra XUV500 W8 2WD,2012,7.75,13
Ford Figo Diesel ZXI,2010,2.6,15
Ford EcoSport 1.5 Petrol Titanium,2018,9.2,7
Hyundai i20 Asta 1.2,2015,5.05,10
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,9.6,13
Renault Duster 85PS Diesel RxL Optional,2013,5.5,12
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,9.35,12
Honda City 1.5 S MT,2009,2.6,16
Maruti Alto K10 VXI,2016,3.5,9
Nissan Micra Active XL Petrol,2016,4.26,9
Maruti Celerio VXI AT,2016,4.25,9
Mercedes-Benz New C-Class 200 Kompressor,2010,11.75,15
Ford Fiesta Diesel Style,2013,3.5,12
Hyundai Verna 1.6 VTVT S,2015,7.5,10
Hyundai i20 1.4 Asta (AT),2009,3.25,16
Maruti Swift Dzire VXi,2012,4.9,13
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,2014,27.0,11
Hyundai Elite i20 Petrol Asta,2017,8.91,8
Hyundai Verna 1.6 VTVT EX AT,2014,6.69,11
Chevrolet Cruze LTZ,2014,6.02,11
Toyota Corolla Altis 1.8 G,2010,4.5,15
Maruti A-Star Vxi,2011,2.0,14
Nissan Micra Diesel XV Premium,2012,2.4,13
Tata Nano LX,2013,1.2,12
Maruti Swift Dzire Tour LDI,2014,2.9,11
Land Rover Range Rover Sport 2005 2012 Sport,2008,40.88,17
Audi Q3 2.0 TDI Quattro,2016,27.0,9
Honda Amaze VX i-DTEC,2016,7.5,9
Chevrolet Optra 1.6 LS,2004,1.5,21
Audi Q5 2.0 TDI Premium Plus,2016,39.5,9
Maruti Ritz VDi,2012,3.39,13
Mahindra Scorpio S6 7 Seater,2018,12.4,7
Maruti Ciaz ZDi SHVS,2014,6.85,11
Toyota Corolla Altis Aero D 4D J,2011,5.75,14
Tata Indica V2 eLS,2015,2.0,10
Maruti 800 Std BSIII,2006,0.9,19
Volkswagen Polo 1.2 MPI Highline,2015,3.8,10
Hyundai Elantra 2.0 SX Option AT,2017,16.35,8
Toyota Fortuner 4x2 4 Speed AT,2012,16.5,13
Maruti Baleno Zeta 1.2,2019,8.7,6
Maruti Baleno Zeta 1.2,2016,6.1,9
Mini Cooper Countryman D,2013,21.94,12
Mercedes-Benz S Class 2005 2013 320 CDI,2009,22.0,16
Maruti Alto K10 LXI,2015,2.65,10
Maruti Swift VXI Optional,2017,5.27,8
Chevrolet Sail LT ABS,2014,2.48,11
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,6.0,14
Toyota Fortuner 3.0 Diesel,2009,8.9,16
BMW 3 Series 320d Sport Line,2012,18.0,13
Skoda Octavia Ambition 1.4 TSI MT,2016,11.64,9
Toyota Fortuner 3.0 Diesel,2019,8.99,6
Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,5.25,16
Hyundai i20 1.4 CRDi Asta,2011,2.95,14
Tata Manza Club Class Quadrajet90 LX,2013,2.65,12
Volkswagen Vento Petrol Highline,2013,4.0,12
Hyundai Creta 1.6 SX Automatic Diesel,2016,12.5,9
Maruti Ritz VXI,2014,3.25,11
Honda CR-V 2.0L 2WD MT,2008,4.0,17
Mahindra XUV500 W8 2WD,2012,6.25,13
Volkswagen Ameo 1.5 TDI Comfortline,2016,5.8,9
Tata Zest Revotron 1.2 XT,2015,5.0,10
Jaguar XJ 3.0L Portfolio LWB,2016,58.73,9
Toyota Corolla Altis 1.8 VL CVT,2018,17.49,7
Maruti A-Star Vxi,2011,1.95,14
Honda Accord VTi-L (AT),2007,3.0,18
Hyundai i20 Asta (o),2014,5.5,11
Toyota Fortuner 4x2 AT,2013,16.5,12
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,14.5,14
Maruti Baleno Alpha 1.3,2016,7.79,9
Maruti Ertiga VDI,2017,8.27,8
Land Rover Range Rover Sport SE,2019,97.07,6
Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,2.15,13
Honda Civic 2006-2010 1.8 V AT,2008,3.0,17
BMW X3 xDrive20d,2014,28.79,11
Skoda Laura Ambition 2.0 TDI CR AT,2011,5.45,14
Maruti Swift Dzire VDI,2013,3.95,12
Volvo V40 Cross Country D3,2013,16.0,12
Maruti Swift Dzire ZXi,2013,4.25,12
Land Rover Range Rover 2.2L Pure,2014,34.5,11
Honda Accord 2.4 AT,2008,2.6,17
Toyota Innova 2.5 G (Diesel) 8 Seater,2017,13.48,8
Toyota Fortuner 4x4 MT,2018,32.1,7
Honda Jazz 1.2 E i VTEC,2018,6.17,7
Honda City 1.5 V MT,2015,5.5,10
Maruti Dzire AMT ZDI Plus,2017,9.15,8
Nissan Sunny 2011-2014 Diesel XL,2014,4.5,11
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,10.5,11
Honda Brio S MT,2016,5.37,9
Volkswagen Vento Petrol Trendline,2012,5.45,13
Mahindra XUV500 W4,2016,9.25,9
Ford EcoSport 1.5 Diesel Titanium Plus,2016,7.7,9
Skoda Yeti Ambition 4X2,2012,7.99,13
Hyundai i10 Sportz,2012,3.0,13
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,4.0,20
Tata Zest Quadrajet 1.3 XT,2018,6.69,7
Maruti Swift VDI,2014,4.25,11
Skoda Rapid 1.5 TDI AT Style,2017,10.5,8
Toyota Innova Crysta 2.4 VX MT 8S,2019,22.55,6
Hyundai Verna 1.6 SX VTVT,2014,5.2,11
Honda City i VTEC VX Option,2019,11.87,6
Honda City i DTEC SV,2014,6.99,11
Volkswagen Vento Diesel Highline,2011,5.0,14
Audi Q5 2008-2012 3.0 TDI,2014,44.0,11
Maruti Alto 800 LXI,2015,2.79,10
Tata Manza ELAN Quadrajet BS IV,2012,2.9,13
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2016,9.85,9
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2014,49.0,11
Mahindra Thar CRDe,2016,9.25,9
Hyundai Verna 1.6 CRDI,2011,3.75,14
Ford Aspire Titanium Diesel,2017,7.29,8
Mini Cooper 3 DOOR D,2016,23.5,9
Maruti Omni 8 Seater BSIV,2013,2.6,12
Mahindra Verito 1.5 D4 BSIV,2015,3.1,10
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2016,29.98,9
Renault Duster 110PS Diesel RxZ,2016,6.73,9
Maruti Swift Dzire Tour LDI,2016,3.5,9
Volkswagen Polo Petrol Highline 1.2L,2011,2.35,14
Mahindra XUV500 W10 2WD,2017,16.13,8
Volkswagen Polo 1.2 MPI Highline,2014,5.9,11
Maruti Ritz VXI,2012,3.9,13
Toyota Innova 2.5 GX 7 STR BSIV,2012,6.95,13
Honda City i DTec SV,2015,7.0,10
Volkswagen Ameo 1.2 MPI Highline,2017,7.23,8
Maruti SX4 ZDI Leather,2012,3.81,13
Maruti Swift ZXI,2012,4.5,13
Hyundai Creta 1.6 CRDi SX,2017,12.6,8
Audi Q7 35 TDI Quattro Technology,2015,48.0,10
Maruti Alto LXi BSIII,2010,2.96,15
Honda Amaze SX i-DTEC,2014,3.25,11
Volkswagen Passat Diesel Highline 2.0 TDI,2011,8.5,14
Hyundai Elantra CRDi SX AT,2013,8.75,12
Maruti Wagon R VXI BS IV,2011,3.08,14
Land Rover Discovery Sport TD4 HSE 7S,2017,41.5,8
Honda City i VTEC SV,2016,7.0,9
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,2011,11.5,14
Maruti Wagon R LX BS IV,2011,2.6,14
Hyundai Verna 1.6 CRDI,2014,4.3,11
Volkswagen Tiguan 2.0 TDI Highline,2017,24.9,8
BMW X1 sDrive 20d Exclusive,2011,13.75,14
Hyundai Grand i10 1.2 CRDi Sportz Option,2014,3.85,11
Mercedes-Benz E-Class E250 CDI Avantgrade,2014,23.25,11
Hyundai Grand i10 Asta Option,2015,5.75,10
Hyundai i10 Magna 1.2,2008,1.65,17
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,2012,6.5,13
Skoda Yeti Elegance,2011,7.5,14
Audi Q7 45 TDI Quattro Premium Plus,2019,72.94,6
Toyota Fortuner 3.0 Diesel,2010,11.0,15
Maruti Wagon R VXI Minor ABS,2013,3.02,12
Hyundai EON Era,2013,3.32,12
Honda Brio S MT,2013,3.24,12
Maruti Alto 800 VXI,2015,2.35,10
Mahindra Bolero ZLX,2013,5.5,12
Honda City i VTEC SV,2015,6.75,10
Skoda Rapid 1.6 MPI Elegance Black Package,2015,6.15,10
Maruti Swift VVT VXI,2016,5.45,9
Hyundai EON Magna Plus,2013,2.3,12
Maruti Swift Dzire ZXI,2015,6.21,10
Nissan Micra XV CVT,2014,5.21,11
Audi Q7 4.2 FSI quattro,2008,11.99,17
Maruti Swift Vdi BSIII,2010,3.1,15
Tata Xenon XT EX 4X2,2017,7.5,8
Volkswagen Polo 1.5 TDI Comfortline,2016,4.0,9
Honda City i VTEC SV,2016,7.73,9
Honda City i VTEC V,2015,7.8,10
Maruti 800 AC BSIII,2011,1.3,14
Volkswagen Polo 1.5 TDI Trendline,2014,4.42,11
Chevrolet Captiva LTZ VCDi,2009,4.0,16
Mahindra XUV500 W10 2WD,2016,13.0,9
Honda Amaze VX i-DTEC,2015,5.38,10
Hyundai i20 1.2 Sportz Option,2011,3.25,14
Maruti Wagon R AMT VXI,2016,3.87,9
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2014,8.25,11
Maruti Ciaz 1.4 Zeta,2018,9.28,7
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,2012,6.25,13
Chevrolet Aveo U-VA 1.2 LS,2008,1.15,17
Maruti Ciaz ZXi Option,2016,7.8,9
Hyundai i20 1.4 CRDi Asta,2012,4.5,13
Honda Jazz 1.2 SV i VTEC,2018,7.56,7
Mahindra XUV500 W10 2WD,2017,16.08,8
Hyundai i20 1.2 Sportz,2012,4.5,13
Hyundai Verna 1.6 SX,2012,5.0,13
Hyundai i10 Era 1.1,2011,2.2,14
Maruti Celerio VXI AT,2014,4.0,11
Skoda Fabia 1.2 TDI Ambition,2012,2.51,13
Maruti Swift VDI BSIV,2015,4.75,10
Hyundai i10 Magna(O) with Sun Roof,2008,2.0,17
Hyundai i10 Magna 1.2,2010,2.1,15
Ford Ecosport 1.5 Ti VCT AT Titanium,2013,6.25,12
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,2011,10.6,14
Maruti Swift VDI BSIV,2017,6.0,8
Maruti 800 Std BSIII,2004,0.45,21
Maruti Swift Lxi BSIII,2010,2.5,15
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2018,12.75,7
BMW X1 M Sport sDrive 20d,2017,30.29,8
Ford Ikon 1.3 Flair,2006,1.6,19
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,7.54,8
Maruti Ciaz VXi Plus,2015,6.84,10
Volkswagen Passat Diesel Highline 2.0 TDI,2012,6.0,13
Honda Jazz 1.5 VX i DTEC,2017,8.0,8
Audi A4 35 TDI Premium,2016,24.74,9
Hyundai Grand i10 CRDi Sportz Celebration Edition,2017,5.5,8
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2013,36.0,12
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,11.79,12
Nissan Sunny 2011-2014 XL,2011,3.0,14
Skoda Laura Ambiente 2.0 TDI CR AT,2011,6.75,14
Chevrolet Aveo 1.4 LS,2006,1.4,19
Honda Mobilio V i DTEC,2014,5.75,11
Maruti Ritz VDi,2010,3.4,15
Volkswagen Polo Petrol Highline 1.2L,2011,4.89,14
Nissan Terrano XL,2013,4.95,12
Maruti A-Star AT Vxi Aktiv,2013,3.49,12
Honda City 1.5 S MT,2014,6.35,11
Hyundai Grand i10 AT Asta,2017,7.08,8
Jaguar XE 2.0L Diesel Prestige,2017,38.0,8
Mahindra Scorpio VLX,2012,6.25,13
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2011,10.15,14
Skoda Superb Elegance 1.8 TSI AT,2014,10.75,11
Chevrolet Cruze LTZ AT,2012,4.65,13
Mahindra Scorpio VLX,2010,4.75,15
Hyundai Verna 1.6 SX VTVT (O),2015,7.78,10
Hyundai i20 1.4 Asta CRDi with AVN,2016,6.75,9
Honda City ZX CVT,2008,2.99,17
Hyundai i10 Magna,2013,2.35,12
Honda Amaze S i-Dtech,2013,3.65,12
Maruti Wagon R LXI,2012,2.74,13
Honda Brio S MT,2013,3.5,12
Hyundai i20 1.2 Sportz Option,2014,4.76,11
Volkswagen Vento 2013-2015 1.6 Comfortline,2016,6.2,9
Skoda Octavia Rider 1.9 TDI MT,2008,2.35,17
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2014,24.5,11
Renault Duster Petrol RxL,2013,6.0,12
Hyundai EON Sportz,2017,3.65,8
Maruti Swift VXI,2016,6.26,9
Audi Q5 3.0 TDI Quattro Technology,2015,32.95,10
Hyundai i20 1.2 Spotz,2018,7.8,7
Honda Brio S MT,2014,4.25,11
Maruti Swift Dzire ZXi,2014,4.86,11
Hyundai Grand i10 1.2 Kappa Magna,2017,4.9,8
Mahindra Xylo E8 ABS BS IV,2014,7.06,11
Volkswagen Polo GTI,2015,4.5,10
Maruti Alto K10 VXI,2011,3.22,14
Volkswagen Polo Diesel Comfortline 1.2L,2014,3.25,11
Hyundai Grand i10 Sportz,2016,4.53,9
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2017,34.78,8
Hyundai Verna 1.6 SX VTVT AT,2014,6.5,11
Fiat Punto EVO 1.2 Emotion,2010,2.25,15
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2011,8.0,14
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,2017,8.37,8
Volkswagen Polo 1.5 TDI Comfortline,2015,5.39,10
BMW 5 Series 520d Luxury Line,2018,37.3,7
Mercedes-Benz GLE 350d,2018,70.8,7
Mercedes-Benz M-Class ML 350 CDI,2012,22.25,13
Hyundai Grand i10 1.2 Kappa Sportz,2018,6.03,7
Skoda Superb Elegance 1.8 TSI AT,2011,4.9,14
Hyundai i10 Sportz AT,2013,3.96,12
Hyundai i20 1.4 CRDi Asta,2011,4.6,14
Mahindra Scorpio VLX,2011,5.5,14
Honda Brio V MT,2013,3.25,12
Hyundai i20 1.2 Magna Executive,2017,6.25,8
Ford Endeavour 4x2 XLT Limited Edition,2007,3.0,18
Hyundai Verna CRDi SX,2011,4.25,14
Toyota Fortuner 3.0 Diesel,2011,12.25,14
BMW X1 sDrive20d,2011,10.95,14
Toyota Fortuner 4x2 AT,2013,16.5,12
Honda Amaze V CVT Petrol,2018,7.8,7
Hyundai i10 Era 1.1,2013,3.7,12
Hyundai i20 1.2 Sportz,2012,4.0,13
BMW 3 Series 320d GT Luxury Line,2015,26.75,10
Audi Q3 35 TDI Quattro Premium Plus,2016,28.03,9
Maruti Swift VXI Optional,2017,5.44,8
Maruti Baleno Delta Automatic,2017,6.2,8
Hyundai Accent GLE,2005,0.9,20
Maruti Ritz LXi,2016,3.95,9
Tata Nano Lx,2011,0.44,14
Ford Figo Diesel EXI,2012,2.75,13
Volkswagen Passat Diesel Highline 2.0 TDI,2011,7.5,14
Fiat Linea Emotion Pack (Diesel),2010,2.5,15
Mahindra Xylo D4,2015,5.0,10
Maruti Wagon R VXI,2013,3.6,12
Toyota Etios G Safety,2012,3.99,13
Hyundai Grand i10 Sportz,2015,5.64,10
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2014,12.0,11
Tata Indica V2 DLS TC,2008,0.7,17
BMW 3 Series 320d Sport Line,2015,19.0,10
Ford Endeavour 3.2 Titanium AT 4X4,2017,30.48,8
Maruti Ciaz Zeta,2017,8.2,8
Ford Figo 1.5D Titanium Plus MT,2015,7.55,10
Chevrolet Aveo U-VA 1.2 LS,2007,0.99,18
Honda City 1.5 V AT,2011,4.15,14
Nissan Sunny XL,2016,6.2,9
Maruti Swift Dzire VXI,2016,4.4,9
Ford Figo Diesel Titanium,2012,2.1,13
Fiat Grande Punto 1.3 Emotion (Diesel),2011,2.2,14
Hyundai Elite i20 Petrol Asta,2018,8.34,7
Maruti Swift Dzire VDI,2014,4.35,11
Ford Ecosport 1.5 DV5 MT Titanium,2014,6.8,11
Maruti Swift Dzire VDi,2010,3.3,15
Hyundai Grand i10 Sportz,2016,5.04,9
Ford Endeavour 3.0L 4X4 AT,2012,9.2,13
Volkswagen Polo Diesel Highline 1.2L,2014,5.7,11
Mahindra TUV 300 2015-2019 mHAWK100 T8,2018,8.48,7
BMW X6 xDrive 40d,2013,48.0,12
Renault Duster 110PS Diesel RxZ,2012,6.1,13
Maruti Wagon R LXI,2010,2.75,15
Maruti Ertiga SHVS VDI,2017,8.0,8
Maruti Alto LXi BSIII,2010,1.85,15
Maruti Wagon R AMT VXI Option,2015,3.85,10
Maruti Eeco 7 Seater Standard,2017,4.74,8
Renault Duster 110PS Diesel RxL,2013,5.63,12
Maruti Zen Estilo 1.1 LX BSIII,2011,2.62,14
Renault Duster Petrol RxL,2015,4.9,10
Honda Civic 2006-2010 1.8 S MT,2006,2.65,19
Mahindra XUV500 W8 2WD,2012,5.99,13
Mahindra Verito 1.5 D6 BSIV,2011,2.4,14
Renault KWID Climber 1.0 MT,2017,4.25,8
Porsche Cayenne Diesel,2013,40.0,12
Maruti Swift DDiS VDI,2008,2.7,17
Datsun GO T Option,2016,2.99,9
Hyundai i20 1.2 Magna,2011,3.4,14
BMW 5 Series 2013-2017 520d Luxury Line,2016,30.8,9
Maruti Ertiga ZDI,2012,5.85,13
Hyundai Grand i10 Magna,2014,4.0,11
BMW 3 Series 330i,2011,14.12,14
Chevrolet Cruze LTZ,2011,4.55,14
Mercedes-Benz M-Class ML 350 4Matic,2015,38.0,10
Maruti Ritz LDi,2011,2.9,14
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,6.0,18
Hyundai i20 1.2 Magna Executive,2016,6.95,9
Hyundai EON 1.0 Kappa Magna Plus Optional,2014,2.75,11
Maruti Swift VDI,2014,5.1,11
Hyundai i20 Sportz 1.2,2017,6.75,8
Maruti Ritz ZXi,2014,3.69,11
Maruti Swift VDI,2013,5.45,12
Honda WRV i-VTEC VX,2018,9.29,7
Hyundai Xcent 1.2 Kappa AT S Option,2015,4.0,10
Honda Amaze E i-Vtech,2013,2.9,12
Hyundai Verna 1.6 SX VTVT (O),2013,5.25,12
Honda City V MT,2014,5.75,11
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,13.12,8
Mahindra XUV500 W8 2WD,2014,7.83,11
Toyota Innova 2.5 V Diesel 7-seater,2013,10.4,12
Maruti Swift VDI,2012,4.35,13
Maruti Wagon R VXI AMT,2017,5.23,8
Hyundai Grand i10 1.2 Kappa Asta,2016,6.01,9
Honda Amaze VX i-DTEC,2014,4.4,11
BMW 3 Series 320d Highline,2010,12.75,15
Ford Figo Petrol Titanium,2011,2.4,14
Volkswagen Ameo 1.2 MPI Trendline,2018,5.71,7
Ford Ecosport 1.5 DV5 MT Trend,2015,5.49,10
Honda City 1.3 EXI,2004,1.3,21
Mahindra XUV500 W6 2WD,2014,8.5,11
Toyota Fortuner 4x2 Manual,2012,12.99,13
Hyundai Grand i10 1.2 Kappa Magna,2017,5.0,8
Maruti Dzire AMT ZDI Plus,2017,9.0,8
Maruti Swift VDI,2016,5.22,9
Volkswagen Polo Petrol Highline 1.2L,2012,3.8,13
Toyota Etios Liva 1.2 VX Dual Tone,2019,7.27,6
Maruti Swift VXI,2016,5.1,9
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2013,29.0,12
Maruti Wagon R VXI,2013,2.9,12
Tata Nano Lx BSIV,2012,1.38,13
Skoda Laura 1.8 TSI Ambiente,2011,5.5,14
Volkswagen Polo GT TSI,2016,7.25,9
Hyundai Verna 1.6 SX,2014,6.98,11
Tata Bolt Quadrajet XE,2017,5.25,8
Hyundai EON D Lite Plus,2013,1.95,12
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,24.5,11
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,8.31,12
Mercedes-Benz M-Class ML 350 CDI,2012,36.0,13
Hyundai Xcent 1.1 CRDi S,2015,5.5,10
Honda Accord 2.4 AT,2011,5.89,14
Volkswagen Vento 1.5 TDI Highline,2016,7.95,9
Hyundai i20 Sportz Petrol,2010,2.75,15
Hyundai Elantra CRDi SX,2012,6.25,13
Ford Figo Diesel Titanium,2015,4.95,10
Hyundai i20 1.2 Magna Executive,2019,6.27,6
Hyundai Verna 1.6 CRDi SX,2017,8.65,8
Hyundai Grand i10 Asta,2014,3.5,11
Audi Q5 2.0 TDI,2015,35.0,10
Maruti Swift Dzire ZXi,2015,4.45,10
Hyundai i20 Magna,2012,2.65,13
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,2017,4.7,8
Hyundai Elantra 1.6 SX Option AT,2014,8.9,11
Jeep Compass 2.0 Limited Option Black,2017,17.45,8
Maruti Vitara Brezza VDi Option,2017,9.58,8
Toyota Corolla Altis 1.8 GL,2012,6.22,13
Mahindra XUV500 W8 2WD,2013,7.8,12
BMW X1 xDrive 20d xLine,2016,27.75,9
Hyundai i20 Magna 1.4 CRDi,2015,7.0,10
Mercedes-Benz GLE 350d,2017,64.87,8
Chevrolet Cruze LTZ,2013,6.5,12
Hyundai i20 1.2 Magna,2011,2.7,14
Honda Brio S MT,2012,2.5,13
Nissan Evalia 2013 XL,2013,3.9,12
Volkswagen Polo Petrol Trendline 1.2L,2015,3.95,10
Hyundai i10 Sportz 1.2,2010,2.1,15
Chevrolet Cruze LTZ AT,2009,3.5,16
Hyundai i10 Era,2007,2.0,18
Maruti Ertiga VDI,2014,5.35,11
Honda Amaze S i-Dtech,2013,3.8,12
Mercedes-Benz A Class A180 Sport,2016,17.25,9
Hyundai Grand i10 1.2 Kappa Magna,2018,5.53,7
Hyundai i10 Sportz 1.2,2009,1.95,16
Maruti Swift DDiS ZDI Plus,2017,8.2,8
Honda City 1.3 EXI,1999,0.9,26
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,6.5,12
Mini Cooper Countryman D High,2014,19.41,11
Fiat Linea T-Jet Active,2016,6.58,9
Chevrolet Aveo 1.4 LT,2011,2.1,14
Hyundai i10 Era 1.1,2008,2.0,17
Hyundai Xcent 1.1 CRDi Base,2015,3.7,10
Maruti Celerio VXI AT,2014,3.8,11
Hyundai i10 Sportz,2014,3.25,11
Renault Duster 85PS Diesel RxL,2015,5.53,10
BMW 3 Series 320d,2011,10.9,14
Hyundai Grand i10 Sportz,2018,5.1,7
Chevrolet Spark 1.0 LS,2009,1.6,16
Honda City i VTEC VX Option,2018,11.25,7
Volkswagen Vento Diesel Highline,2013,5.9,12
Toyota Fortuner 4x2 4 Speed AT,2012,14.4,13
Honda City 1.5 S MT,2011,3.6,14
BMW 5 Series 2013-2017 520d Luxury Line,2017,40.5,8
Audi Q5 30 TDI quattro Premium Plus,2014,38.95,11
Maruti Ritz LDi,2014,3.6,11
Volkswagen Vento 1.5 TDI Highline AT,2016,7.12,9
Honda City i DTEC SV,2016,7.52,9
Audi A4 New 2.0 TDI Multitronic,2012,10.35,13
Skoda Rapid 1.6 MPI Elegance,2014,7.0,11
Toyota Fortuner 3.0 Diesel,2011,10.85,14
Chevrolet Optra Magnum 2.0 LT BS3,2010,2.35,15
Maruti Eeco 7 Seater Standard,2014,2.9,11
Maruti Ciaz ZXi,2017,7.65,8
Maruti Ciaz VDi Plus SHVS,2016,6.4,9
Toyota Innova 2.5 LE 2014 Diesel 7 Seater,2014,10.1,11
Maruti Swift Dzire VXI,2014,4.25,11
Toyota Innova Crysta 2.8 GX AT,2019,19.65,6
Tata Indica V2 eLX,2017,4.4,8
Hyundai i20 Magna,2012,3.25,13
Ford Fiesta 1.4 Duratorq ZXI,2012,2.8,13
Chevrolet Enjoy 1.3 TCDi LS 8,2015,4.3,10
Ford Fiesta 1.4 Duratorq EXI,2006,1.55,19
Honda CR-V 2.4 MT,2007,4.7,18
Honda Jazz 1.2 VX i VTEC,2017,7.07,8
Mercedes-Benz GLS 350d Grand Edition,2018,79.0,7
Hyundai Grand i10 1.2 Kappa Sportz,2018,5.75,7
Maruti Ritz VXi,2012,3.25,13
Volkswagen Ameo 1.5 TDI Highline AT,2017,8.89,8
Honda City i VTEC SV,2015,5.9,10
Honda Jazz 1.2 S i VTEC,2016,4.95,9
Maruti Swift Ldi BSIV,2014,3.75,11
Hyundai Creta 1.6 CRDi AT SX Plus,2017,10.97,8
Audi A7 2011-2015 3.0 TDI Quattro,2014,24.94,11
Hyundai EON D Lite Plus,2014,1.97,11
Ford Figo Diesel EXI,2010,1.4,15
Volkswagen Ameo 1.2 MPI Highline,2018,7.27,7
Renault Scala Diesel RxL,2013,4.0,12
Honda Jazz 1.2 V i VTEC,2015,4.75,10
Hyundai i20 1.2 Sportz,2015,5.1,10
Audi A4 3.0 TDI Quattro Premium,2012,16.11,13
Mahindra Ssangyong Rexton RX7,2014,10.55,11
