Name,Year,Price,Car_Age
Maruti Ritz VDi,2010,3.3,15
Maruti Swift Dzire VXI,2013,5.0,12
Maruti Swift ZDi,2014,6.46,11
Maruti Zen VXI BSII,2003,1.52,22
Maruti Eeco 7 Seater Standard,2012,3.61,13
Audi Q3 2.0 TDI,2014,20.0,11
Maruti Swift Dzire VDi,2010,3.65,15
Tata Sumo DX,2013,5.25,12
Volkswagen Vento TSI,2014,7.75,11
Toyota Fortuner 3.0 Diesel,2011,10.85,14
Mitsubishi Outlander 2.4,2010,5.53,15
Volkswagen Jetta 2007-2011 1.9 Highline TDI,2014,11.5,11
Skoda Fabia 1.2 MPI Ambiente Petrol,2011,2.29,14
Maruti Zen Estilo 1.1 LXI BSIII,2007,1.65,18
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,2011,9.14,14
Volkswagen Polo Petrol Highline 1.2L,2011,2.1,14
Jaguar XF Diesel,2012,20.5,13
Maruti SX4 Vxi BSIII,2007,2.15,18
Mitsubishi Pajero Sport 4X4,2013,12.49,12
Maruti Ritz VXi,2013,4.2,12
Hyundai Verna CRDi SX,2013,7.2,12
Maruti Swift Dzire Tour LDI,2014,4.8,11
Hyundai i20 1.2 Asta,2013,3.65,12
Hyundai i20 Sportz Diesel,2012,3.7,13
Chevrolet Sail Hatchback 1.2 LS,2014,1.89,11
Skoda Superb Elegance 1.8 TSI AT,2012,10.0,13
Audi A4 2.0 TDI,2009,9.95,16
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2014,9.45,11
Hyundai i10 Era,2008,1.8,17
Maruti Swift Dzire VXi,2008,1.4,17
Maruti Ritz VDi,2012,3.6,13
Hyundai Accent GLS 1.6,2004,1.2,21
Honda Amaze SX i-VTEC,2014,4.94,11
Maruti Wagon R LXI,2007,1.25,18
Volkswagen Polo Diesel Comfortline 1.2L,2013,4.8,12
Hyundai i20 1.2 Sportz,2011,3.3,14
Chevrolet Beat Diesel PS,2012,2.4,13
Honda Civic 2010-2013 1.8 V MT,2010,2.0,15
Maruti Wagon R VXI BS IV,2014,3.1,11
Skoda Rapid 1.6 MPI Ambition Plus,2014,5.09,11
Maruti Baleno Vxi - BSIII,2006,1.05,19
Hyundai Accent GLE,2010,2.5,15
BMW 5 Series 520d Luxury Line,2012,17.5,13
Maruti Alto K10 2010-2014 VXI,2011,2.1,14
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,17.75,12
Toyota Corolla H4,2005,2.45,20
Volvo XC60 D5,2011,13.8,14
Maruti Wagon R VXI Minor,2010,1.65,15
Hyundai Santro Xing GL,2008,1.45,17
Hyundai Grand i10 AT Asta,2014,4.5,11
Nissan Sunny 2011-2014 XV Special Edition,2013,4.3,12
Maruti A-Star Lxi,2010,2.6,15
Hyundai Verna 1.6 SX VTVT (O) AT,2012,5.37,13
Maruti Wagon R LXI Minor,2008,1.75,17
BMW 3 Series 320d Sport Line,2013,16.5,12
BMW 5 Series 2003-2012 520d,2013,19.0,12
Maruti Swift ZDi,2014,6.1,11
Honda Brio VX AT,2014,4.15,11
Mahindra Scorpio 2.6 LX,2008,4.3,17
Hyundai i20 1.2 Magna,2010,2.25,15
Hyundai Verna 1.6 SX,2014,6.75,11
Mahindra XUV500 W6 2WD,2014,9.4,11
Volkswagen Vento 1.5 TDI Comfortline,2014,5.39,11
Tata Manza Aura Safire BS IV,2010,1.85,15
Maruti Swift VDI,2012,2.5,13
Volkswagen Polo Diesel Highline 1.2L,2013,4.75,12
Honda City 1.5 V MT,2009,3.5,16
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2014,5.5,11
Honda City 1.5 V MT,2012,6.33,13
Chevrolet Beat Diesel,2014,2.47,11
Chevrolet Spark 1.0 LS,2014,3.3,11
Tata New Safari DICOR 2.2 EX 4x2,2011,3.5,14
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,38.75,11
BMW 5 Series 2003-2012 530d Highline,2008,7.99,17
Toyota Fortuner 2.8 4WD MT,2013,13.28,12
BMW X1 sDrive 18i,2012,9.5,13
BMW 3 Series 320d,2010,11.0,15
BMW 5 Series 2010-2013 525i,2008,11.0,17
Nissan Micra XE,2010,2.3,15
Jaguar XF 2.2 Litre Luxury,2014,26.5,11
Land Rover Range Rover TDV8 (Diesel),2011,67.0,14
Honda CR-V 2.4 AT,2010,4.8,15
Maruti Swift VXI,2013,4.57,12
Ford EcoSport 1.5 TDCi Titanium,2013,4.9,12
Honda City 1.5 S MT,2012,5.25,13
Volkswagen Polo Diesel Highline 1.2L,2014,3.8,11
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2010,8.95,15
Ford Ecosport 1.5 DV5 MT Titanium,2013,7.2,12
Maruti Swift Dzire LDI,2014,4.15,11
Renault Duster 110PS Diesel RxZ Pack,2014,7.25,11
Hyundai Santro Xing GL,2010,2.45,15
Chevrolet Beat Diesel LT,2011,1.5,14
Hyundai i10 Era 1.1,2012,2.2,13
Tata New Safari DICOR 2.2 EX 4x4,2007,3.6,18
Hyundai i10 Sportz,2009,1.92,16
Skoda Laura Elegance MT,2010,4.25,15
Hyundai Grand i10 Sportz,2013,3.2,12
Maruti Swift Dzire VDI,2014,3.85,11
Hyundai i20 Asta 1.4 CRDi (Diesel),2010,3.48,15
Maruti Ertiga ZDI,2013,5.75,12
Maruti Alto LXi BSIII,2009,1.7,16
Tata Zest Revotron 1.2 XT,2014,3.95,11
Hyundai i20 1.2 Sportz Option,2010,3.25,15
Skoda Fabia 1.4 TDI Active,2009,2.75,16
Hyundai i10 Magna 1.2,2013,3.42,12
Jaguar XF 3.0 Litre S Premium Luxury,2012,20.0,13
Nissan Terrano XL,2014,5.25,11
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,14.5,12
Hyundai i10 Asta AT,2011,3.45,14
Audi Q7 4.2 TDI Quattro Technology,2014,51.0,11
Hyundai EON D Lite Plus,2013,3.65,12
Mahindra XUV300 W8 Diesel,2012,7.25,13
Hyundai Verna CRDi 1.6 SX Option,2014,6.01,11
Hyundai i20 Sportz Option,2012,4.0,13
Honda City i VTEC V,2014,5.95,11
Toyota Innova 2.5 V Diesel 7-seater,2011,9.2,14
Hyundai Verna CRDi SX,2012,5.35,13
Maruti Wagon R VXI,2008,2.69,17
BMW 5 Series 2013-2017 525d Luxury Line,2013,27.5,12
Honda Amaze EX i-Vtech,2014,2.75,11
Maruti Swift LXI,2013,4.65,12
Hyundai EON Era,2014,2.5,11
Toyota Etios VD,2012,5.25,13
Toyota Corolla Altis Diesel D4DG,2014,9.23,11
Mini Cooper 5 DOOR D,2014,22.0,11
Volkswagen Polo 1.5 TDI Highline,2014,5.19,11
Skoda Superb Elegance 1.8 TSI AT,2009,4.35,16
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,24.5,12
BMW 7 Series 2007-2012 740Li,2008,10.75,17
Hyundai i10 Magna AT,2009,2.99,16
Maruti Swift Dzire VDI,2014,3.89,11
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,2014,14.45,11
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2014,15.65,11
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,16.5,15
Volkswagen Vento Petrol Highline,2012,3.9,13
BMW 3 Series 320d Luxury Line,2013,14.5,12
Tata Indica Vista Aura 1.3 Quadrajet,2011,1.75,14
Mahindra XUV500 W8 4WD,2013,9.57,12
Fiat Avventura MULTIJET Emotion,2014,4.85,11
Jaguar XF 3.0 Litre S Premium Luxury,2011,16.0,14
Maruti Wagon R VXI BSIII,2013,3.0,12
Toyota Corolla Altis VL,2010,5.0,15
Volkswagen Polo 1.2 MPI Highline,2014,5.35,11
Maruti SX4 ZDI,2011,3.5,14
Tata Indica GLS BS IV,2007,1.25,18
Maruti Swift VXI BSIII,2008,2.71,17
Hyundai i20 1.2 Magna,2010,3.0,15
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2010,9.5,15
Maruti Swift Dzire VXi,2011,2.95,14
Volkswagen Vento Petrol Trendline,2011,3.0,14
Toyota Corolla Altis VL,2008,4.0,17
Honda Civic 2006-2010 1.8 V MT,2008,2.5,17
Fiat Linea Emotion Pack (Diesel),2010,2.25,15
Hyundai i10 Era,2013,3.1,12
Volvo XC60 D5 Inscription,2014,17.18,11
Honda City i DTEC S,2014,5.7,11
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,8.0,12
Maruti A-Star Vxi,2009,2.45,16
Mercedes-Benz B Class B180,2014,11.57,11
Maruti Wagon R LXI BS IV,2012,2.3,13
Hyundai Verna CRDi 1.6 AT SX Option,2013,5.9,12
Honda City V MT,2014,6.0,11
Hyundai i10 Magna Optional 1.1L,2010,1.95,15
Ford Figo Diesel EXI,2012,2.65,13
BMW 3 Series 320d Luxury Line,2012,14.0,13
Maruti Alto 800 VXI,2014,2.1,11
Nissan Terrano XL,2014,5.55,11
Mitsubishi Pajero Sport 4X4,2013,12.75,12
Honda Civic 2010-2013 1.8 S MT,2012,3.35,13
Maruti Alto 800 LXI,2013,1.55,12
Volkswagen Vento Diesel Highline,2013,5.9,12
Land Rover Freelander 2 HSE,2012,18.98,13
Honda CR-V 2.0L 2WD MT,2014,11.51,11
Tata Manza Aura Safire,2010,1.35,15
Honda City 1.5 S MT,2011,3.8,14
Ford Figo Diesel Titanium,2014,3.25,11
Volkswagen Polo Petrol Highline 1.2L,2012,3.95,13
Honda City i-VTEC S,2010,3.57,15
Honda City ZX GXi,2005,1.25,20
Honda CR-V 2.4L 4WD AT AVN,2013,12.5,12
BMW 5 Series 2013-2017 520d Luxury Line,2014,23.0,11
Ambassador Classic Nova Diesel,2003,1.35,22
Mahindra Scorpio VLX 2.2 mHawk BSIII,2012,6.32,13
Volkswagen Vento Diesel Comfortline,2012,3.4,13
Maruti Zen VX,1999,0.77,26
Maruti 800 DX BSII,2009,0.9,16
BMW 3 Series 328i Sport Line,2013,19.0,12
Ford Ikon 1.3 Flair,2007,1.1,18
Chevrolet Beat LT,2012,2.0,13
Toyota Corolla Altis 1.4 DG,2012,6.5,13
Mahindra XUV500 W4,2014,9.45,11
Hyundai i10 Sportz,2009,2.1,16
Toyota Corolla 1.8 J,2014,6.3,11
Audi Q3 2.0 TDI Quattro,2013,21.0,12
Hyundai i20 Magna Optional 1.4 CRDi,2014,4.65,11
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2013,17.0,12
Maruti Ritz VDi,2013,4.35,12
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,11.25,11
Maruti Swift VXi BSIV,2014,4.5,11
Hyundai i10 Sportz,2013,2.75,12
Hyundai Accent Executive,2010,2.0,15
Honda Brio S MT,2012,3.65,13
Hyundai Xcent 1.2 VTVT S,2014,5.5,11
Mahindra XUV500 W8 2WD,2013,7.0,12
Mercedes-Benz E-Class E250 CDI Avantgrade,2014,24.0,11
Land Rover Freelander 2 TD4 S,2010,11.0,15
Honda City 1.5 S MT,2014,5.5,11
Audi Q3 2.0 TDI Quattro,2013,15.25,12
Maruti Alto K10 2010-2014 VXI,2012,2.4,13
Tata Indigo eCS LX BSIV,2011,2.3,14
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,14.35,11
Volkswagen Polo Petrol Highline 1.2L,2013,5.1,12
Maruti Wagon R LXI Minor,2006,1.5,19
Honda City 1.5 V MT,2011,4.9,14
Honda Civic 2010-2013 1.8 S MT,2010,2.9,15
Honda City 1.5 EXI,2005,1.15,20
Hyundai i20 1.2 Magna,2010,2.3,15
Volkswagen Vento Petrol Highline AT,2011,3.4,14
Hyundai i10 Sportz 1.2,2009,1.7,16
Hyundai i20 Asta,2009,1.99,16
Chevrolet Beat LS,2012,2.5,13
Volkswagen Polo Diesel Highline 1.2L,2013,4.85,12
Ford Figo Petrol LXI,2010,2.65,15
Audi TT 2.0 TFSI,2014,27.35,11
Ford Figo Diesel Titanium,2013,3.5,12
Honda City 1.3 DX,2009,3.2,16
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,2014,5.55,11
Skoda Octavia Ambition 1.8 TSI AT,2014,13.5,11
Fiat Linea Emotion (Diesel),2010,2.6,15
Land Rover Discovery 4 TDV6 SE,2013,34.0,12
Toyota Innova 2.5 V Diesel 7-seater,2012,12.0,13
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,21.56,11
BMW 5 Series 520d Luxury Line,2012,24.68,13
Hyundai i20 Magna Optional 1.2,2013,3.67,12
Toyota Etios G,2012,3.1,13
Mercedes-Benz M-Class ML 350 4Matic,2014,43.0,11
Volkswagen Beetle 2.0,2009,15.95,16
Volkswagen Polo GT TDI,2011,4.5,14
Hyundai Grand i10 CRDi Magna,2014,3.49,11
Maruti Swift VDI BSIV,2014,4.25,11
Hyundai Verna CRDi 1.4 E,2008,1.9,17
BMW 5 Series 2003-2012 525d,2011,16.57,14
Honda City 1.5 S MT,2012,5.75,13
Audi A4 2.0 TDI,2013,14.0,12
Fiat Linea Classic Plus 1.3 Multijet,2013,2.5,12
Honda City 1.3 EXI,2002,1.2,23
BMW 3 Series 320d Luxury Line,2013,13.95,12
Ford Fiesta 1.4 Duratec EXI,2007,1.6,18
Maruti Swift Dzire ZXi,2013,5.29,12
Ford Ecosport 1.5 DV5 MT Titanium,2014,5.75,11
Maruti Swift Dzire VXI,2014,5.72,11
Hyundai i10 Sportz AT,2014,4.39,11
Hyundai i20 Asta 1.4 CRDi,2012,4.5,13
BMW 7 Series 730Ld,2011,19.5,14
Honda Brio S Option MT,2012,2.9,13
Toyota Corolla Altis 2008-2013 1.8 VL AT,2008,3.41,17
Honda City 1.5 V MT,2012,5.68,13
Mahindra Scorpio LX BS IV,2007,4.1,18
Skoda Laura 1.8 TSI Ambiente,2011,4.0,14
Maruti SX4 Zxi BSIII,2007,1.8,18
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,2012,70.0,13
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,7.9,12
Hyundai Santro Xing GL,2011,2.78,14
Hyundai Santa Fe 4WD AT,2014,14.4,11
Mercedes-Benz New C-Class C250 Avantgarde,2011,13.5,14
Maruti Alto LXi,2012,2.88,13
Nissan Sunny 2011-2014 XV,2013,3.75,12
Tata Manza Aqua Quadrajet,2010,1.6,15
Chevrolet Optra Magnum 2.0 LT,2011,3.34,14
Hyundai Verna CRDi 1.6 SX,2008,2.5,17
Hyundai Verna 1.6 SX,2012,5.75,13
Maruti Wagon R VXI BS IV,2013,2.85,12
Honda Accord 2.4 Elegance A/T,2008,6.5,17
Hyundai i20 Era 1.4 CRDi,2014,4.4,11
Nissan Terrano XV 110 PS,2014,5.67,11
Maruti Wagon R LXI Minor,2009,1.69,16
Hyundai Getz 1.5 CRDi GVS,2009,1.8,16
Honda City 1.5 GXI,2004,1.5,21
Ford Figo Petrol ZXI,2010,2.4,15
BMW 3 Series 320d Luxury Line,2013,22.0,12
Hyundai Verna 1.6 SX CRDi (O),2012,4.28,13
BMW X1 sDrive20d,2013,14.49,12
Maruti Ritz VDi,2010,3.0,15
Hyundai i10 Era 1.1 iTech SE,2010,2.25,15
Mahindra Ssangyong Rexton RX7,2014,10.5,11
Maruti Alto LXi,2010,3.1,15
Volkswagen Polo 1.2 MPI Highline,2011,2.55,14
Volkswagen Polo Diesel Comfortline 1.2L,2013,3.5,12
Volkswagen Polo Diesel Highline 1.2L,2012,2.59,13
Maruti Ertiga ZDI,2013,5.45,12
BMW 5 Series 523i Sedan,2010,12.5,15
Hyundai Verna CRDi SX,2013,6.0,12
Audi A7 2011-2015 3.0 TDI Quattro,2011,28.75,14
Tata Indica Vista Quadrajet VX,2012,2.5,13
Fiat Linea Emotion,2010,1.59,15
Maruti Celerio VXI,2014,2.8,11
Chevrolet Beat LT,2014,2.45,11
BMW 3 Series 320d Highline,2009,8.0,16
Renault Duster 110PS Diesel RxL,2014,8.25,11
Volkswagen Polo GTI,2014,5.75,11
Maruti 800 AC,2007,0.75,18
Honda City i DTEC V,2014,5.0,11
Mahindra XUV500 W8 2WD,2012,7.75,13
Ford Figo Diesel ZXI,2010,2.6,15
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,9.6,13
Renault Duster 85PS Diesel RxL Optional,2013,5.5,12
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,9.35,12
Honda City 1.5 S MT,2009,2.6,16
Mercedes-Benz New C-Class 200 Kompressor,2010,11.75,15
Ford Fiesta Diesel Style,2013,3.5,12
Hyundai i20 1.4 Asta (AT),2009,3.25,16
Maruti Swift Dzire VXi,2012,4.9,13
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,2014,27.0,11
Hyundai Verna 1.6 VTVT EX AT,2014,6.69,11
Chevrolet Cruze LTZ,2014,6.02,11
Toyota Corolla Altis 1.8 G,2010,4.5,15
Maruti A-Star Vxi,2011,2.0,14
Nissan Micra Diesel XV Premium,2012,2.4,13
Tata Nano LX,2013,1.2,12
Maruti Swift Dzire Tour LDI,2014,2.9,11
Land Rover Range Rover Sport 2005 2012 Sport,2008,40.88,17
Chevrolet Optra 1.6 LS,2004,1.5,21
Maruti Ritz VDi,2012,3.39,13
Maruti Ciaz ZDi SHVS,2014,6.85,11
Toyota Corolla Altis Aero D 4D J,2011,5.75,14
Maruti 800 Std BSIII,2006,0.9,19
Toyota Fortuner 4x2 4 Speed AT,2012,16.5,13
Mini Cooper Countryman D,2013,21.94,12
Mercedes-Benz S Class 2005 2013 320 CDI,2009,22.0,16
Chevrolet Sail LT ABS,2014,2.48,11
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,6.0,14
Toyota Fortuner 3.0 Diesel,2009,8.9,16
BMW 3 Series 320d Sport Line,2012,18.0,13
Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,5.25,16
Hyundai i20 1.4 CRDi Asta,2011,2.95,14
Tata Manza Club Class Quadrajet90 LX,2013,2.65,12
Volkswagen Vento Petrol Highline,2013,4.0,12
Maruti Ritz VXI,2014,3.25,11
Honda CR-V 2.0L 2WD MT,2008,4.0,17
Mahindra XUV500 W8 2WD,2012,6.25,13
Maruti A-Star Vxi,2011,1.95,14
Honda Accord VTi-L (AT),2007,3.0,18
Hyundai i20 Asta (o),2014,5.5,11
Toyota Fortuner 4x2 AT,2013,16.5,12
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,14.5,14
Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,2.15,13
Honda Civic 2006-2010 1.8 V AT,2008,3.0,17
BMW X3 xDrive20d,2014,28.79,11
Skoda Laura Ambition 2.0 TDI CR AT,2011,5.45,14
Maruti Swift Dzire VDI,2013,3.95,12
Volvo V40 Cross Country D3,2013,16.0,12
Maruti Swift Dzire ZXi,2013,4.25,12
Land Rover Range Rover 2.2L Pure,2014,34.5,11
Honda Accord 2.4 AT,2008,2.6,17
Nissan Sunny 2011-2014 Diesel XL,2014,4.5,11
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,10.5,11
Volkswagen Vento Petrol Trendline,2012,5.45,13
Skoda Yeti Ambition 4X2,2012,7.99,13
Hyundai i10 Sportz,2012,3.0,13
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,4.0,20
Maruti Swift VDI,2014,4.25,11
Hyundai Verna 1.6 SX VTVT,2014,5.2,11
Honda City i DTEC SV,2014,6.99,11
Volkswagen Vento Diesel Highline,2011,5.0,14
Audi Q5 2008-2012 3.0 TDI,2014,44.0,11
Tata Manza ELAN Quadrajet BS IV,2012,2.9,13
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2014,49.0,11
Hyundai Verna 1.6 CRDI,2011,3.75,14
Maruti Omni 8 Seater BSIV,2013,2.6,12
Volkswagen Polo Petrol Highline 1.2L,2011,2.35,14
Volkswagen Polo 1.2 MPI Highline,2014,5.9,11
Maruti Ritz VXI,2012,3.9,13
Toyota Innova 2.5 GX 7 STR BSIV,2012,6.95,13
Maruti SX4 ZDI Leather,2012,3.81,13
Maruti Swift ZXI,2012,4.5,13
Maruti Alto LXi BSIII,2010,2.96,15
Honda Amaze SX i-DTEC,2014,3.25,11
Volkswagen Passat Diesel Highline 2.0 TDI,2011,8.5,14
Hyundai Elantra CRDi SX AT,2013,8.75,12
Maruti Wagon R VXI BS IV,2011,3.08,14
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,2011,11.5,14
Maruti Wagon R LX BS IV,2011,2.6,14
Hyundai Verna 1.6 CRDI,2014,4.3,11
BMW X1 sDrive 20d Exclusive,2011,13.75,14
Hyundai Grand i10 1.2 CRDi Sportz Option,2014,3.85,11
Mercedes-Benz E-Class E250 CDI Avantgrade,2014,23.25,11
Hyundai i10 Magna 1.2,2008,1.65,17
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,2012,6.5,13
Skoda Yeti Elegance,2011,7.5,14
Toyota Fortuner 3.0 Diesel,2010,11.0,15
Maruti Wagon R VXI Minor ABS,2013,3.02,12
Hyundai EON Era,2013,3.32,12
Honda Brio S MT,2013,3.24,12
Mahindra Bolero ZLX,2013,5.5,12
Hyundai EON Magna Plus,2013,2.3,12
Nissan Micra XV CVT,2014,5.21,11
Audi Q7 4.2 FSI quattro,2008,11.99,17
Maruti Swift Vdi BSIII,2010,3.1,15
Maruti 800 AC BSIII,2011,1.3,14
Volkswagen Polo 1.5 TDI Trendline,2014,4.42,11
Chevrolet Captiva LTZ VCDi,2009,4.0,16
Hyundai i20 1.2 Sportz Option,2011,3.25,14
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2014,8.25,11
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,2012,6.25,13
Chevrolet Aveo U-VA 1.2 LS,2008,1.15,17
Hyundai i20 1.4 CRDi Asta,2012,4.5,13
Hyundai i20 1.2 Sportz,2012,4.5,13
Hyundai Verna 1.6 SX,2012,5.0,13
Hyundai i10 Era 1.1,2011,2.2,14
Maruti Celerio VXI AT,2014,4.0,11
Skoda Fabia 1.2 TDI Ambition,2012,2.51,13
Hyundai i10 Magna(O) with Sun Roof,2008,2.0,17
Hyundai i10 Magna 1.2,2010,2.1,15
Ford Ecosport 1.5 Ti VCT AT Titanium,2013,6.25,12
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,2011,10.6,14
Maruti 800 Std BSIII,2004,0.45,21
Maruti Swift Lxi BSIII,2010,2.5,15
Ford Ikon 1.3 Flair,2006,1.6,19
Volkswagen Passat Diesel Highline 2.0 TDI,2012,6.0,13
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2013,36.0,12
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,11.79,12
Nissan Sunny 2011-2014 XL,2011,3.0,14
Skoda Laura Ambiente 2.0 TDI CR AT,2011,6.75,14
Chevrolet Aveo 1.4 LS,2006,1.4,19
Honda Mobilio V i DTEC,2014,5.75,11
Maruti Ritz VDi,2010,3.4,15
Volkswagen Polo Petrol Highline 1.2L,2011,4.89,14
Nissan Terrano XL,2013,4.95,12
Maruti A-Star AT Vxi Aktiv,2013,3.49,12
Honda City 1.5 S MT,2014,6.35,11
Mahindra Scorpio VLX,2012,6.25,13
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2011,10.15,14
Skoda Superb Elegance 1.8 TSI AT,2014,10.75,11
Chevrolet Cruze LTZ AT,2012,4.65,13
Mahindra Scorpio VLX,2010,4.75,15
Honda City ZX CVT,2008,2.99,17
Hyundai i10 Magna,2013,2.35,12
Honda Amaze S i-Dtech,2013,3.65,12
Maruti Wagon R LXI,2012,2.74,13
Honda Brio S MT,2013,3.5,12
Hyundai i20 1.2 Sportz Option,2014,4.76,11
Skoda Octavia Rider 1.9 TDI MT,2008,2.35,17
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2014,24.5,11
Renault Duster Petrol RxL,2013,6.0,12
Honda Brio S MT,2014,4.25,11
Maruti Swift Dzire ZXi,2014,4.86,11
Mahindra Xylo E8 ABS BS IV,2014,7.06,11
Maruti Alto K10 VXI,2011,3.22,14
Volkswagen Polo Diesel Comfortline 1.2L,2014,3.25,11
Hyundai Verna 1.6 SX VTVT AT,2014,6.5,11
Fiat Punto EVO 1.2 Emotion,2010,2.25,15
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2011,8.0,14
Mercedes-Benz M-Class ML 350 CDI,2012,22.25,13
Skoda Superb Elegance 1.8 TSI AT,2011,4.9,14
Hyundai i10 Sportz AT,2013,3.96,12
Hyundai i20 1.4 CRDi Asta,2011,4.6,14
Mahindra Scorpio VLX,2011,5.5,14
Honda Brio V MT,2013,3.25,12
Ford Endeavour 4x2 XLT Limited Edition,2007,3.0,18
Hyundai Verna CRDi SX,2011,4.25,14
Toyota Fortuner 3.0 Diesel,2011,12.25,14
BMW X1 sDrive20d,2011,10.95,14
Toyota Fortuner 4x2 AT,2013,16.5,12
Hyundai i10 Era 1.1,2013,3.7,12
Hyundai i20 1.2 Sportz,2012,4.0,13
Hyundai Accent GLE,2005,0.9,20
Tata Nano Lx,2011,0.44,14
Ford Figo Diesel EXI,2012,2.75,13
Volkswagen Passat Diesel Highline 2.0 TDI,2011,7.5,14
Fiat Linea Emotion Pack (Diesel),2010,2.5,15
Maruti Wagon R VXI,2013,3.6,12
Toyota Etios G Safety,2012,3.99,13
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2014,12.0,11
Tata Indica V2 DLS TC,2008,0.7,17
Chevrolet Aveo U-VA 1.2 LS,2007,0.99,18
Honda City 1.5 V AT,2011,4.15,14
Ford Figo Diesel Titanium,2012,2.1,13
Fiat Grande Punto 1.3 Emotion (Diesel),2011,2.2,14
Maruti Swift Dzire VDI,2014,4.35,11
Ford Ecosport 1.5 DV5 MT Titanium,2014,6.8,11
Maruti Swift Dzire VDi,2010,3.3,15
Ford Endeavour 3.0L 4X4 AT,2012,9.2,13
Volkswagen Polo Diesel Highline 1.2L,2014,5.7,11
BMW X6 xDrive 40d,2013,48.0,12
Renault Duster 110PS Diesel RxZ,2012,6.1,13
Maruti Wagon R LXI,2010,2.75,15
Maruti Alto LXi BSIII,2010,1.85,15
Renault Duster 110PS Diesel RxL,2013,5.63,12
Maruti Zen Estilo 1.1 LX BSIII,2011,2.62,14
Honda Civic 2006-2010 1.8 S MT,2006,2.65,19
Mahindra XUV500 W8 2WD,2012,5.99,13
Mahindra Verito 1.5 D6 BSIV,2011,2.4,14
Porsche Cayenne Diesel,2013,40.0,12
Maruti Swift DDiS VDI,2008,2.7,17
Hyundai i20 1.2 Magna,2011,3.4,14
Maruti Ertiga ZDI,2012,5.85,13
Hyundai Grand i10 Magna,2014,4.0,11
BMW 3 Series 330i,2011,14.12,14
Chevrolet Cruze LTZ,2011,4.55,14
Maruti Ritz LDi,2011,2.9,14
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,6.0,18
Hyundai EON 1.0 Kappa Magna Plus Optional,2014,2.75,11
Maruti Swift VDI,2014,5.1,11
Maruti Ritz ZXi,2014,3.69,11
Maruti Swift VDI,2013,5.45,12
Honda Amaze E i-Vtech,2013,2.9,12
Hyundai Verna 1.6 SX VTVT (O),2013,5.25,12
Honda City V MT,2014,5.75,11
Mahindra XUV500 W8 2WD,2014,7.83,11
Toyota Innova 2.5 V Diesel 7-seater,2013,10.4,12
Maruti Swift VDI,2012,4.35,13
Honda Amaze VX i-DTEC,2014,4.4,11
BMW 3 Series 320d Highline,2010,12.75,15
Ford Figo Petrol Titanium,2011,2.4,14
Honda City 1.3 EXI,2004,1.3,21
Mahindra XUV500 W6 2WD,2014,8.5,11
Toyota Fortuner 4x2 Manual,2012,12.99,13
Volkswagen Polo Petrol Highline 1.2L,2012,3.8,13
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2013,29.0,12
